English Title,Year,Country,Rating,Number of Raters,Actors,Synopsis,Number of Episode,URL
Put Your Head On My Shoulder,2019,China,9.6,104202,"['Xing Fei', 'Lin Yi', 'Tang Xiao Tian', 'Liang Ai Qi', 'Zhou Zi Xin', 'Jie Bing', 'Zhang Hao Lun']","Trying to figure out what you want to do in life is hard enough, but with graduation fast approaching, Si Tu Mo (Fei Xing) is finding the task nearly impossible. Standing on the brink of adulthood, the pressure to make this next big step in life the right one, was starting to make Tu Mo second guess everything. Finding herself wavering between what she wants and what everyone expects of her, Tu Mo has no idea where she should go from here. At least not until she meets Gu Wei Yi (Lin Yi).

A brilliant physics student, Wei Yi knows exactly what he wants from life and he isn’t afraid to chase his dreams. Watching Tu Mo flounder through these last fleeting days of university life, Wei Yi decides to step in and help her out. 

Encouraging Tu Mo to think about what it is she really wants, Wei Yi helps his lost friend see that life doesn’t always have to have structure and a plan, by reminding her that sometimes it’s best to follow your heart.

Based on the novel by Zhao Gangan, “Put Your Head On My Shoulder” is a 2019 romantic drama directed by Zhu Dong Ning.",24,https://www.viki.com/tv/36780c
Love Crossed,2021,China,9.3,26740,"['Dai Lu Wa', 'He Luo Luo', 'Zhang Ling He', 'Fan Shuai Qi']","Jiang Ke Le (Dai Lu Wa) is having a terrible day: It’s New Year’s Eve, but her father, who is away on business calls her to say he won’t be back for another two to three months. Then her impatient boss fires her for being five minutes late for work. And finally, her boyfriend – who she has just bought an expensive computer for – cruelly dumps her. Despondent, she can’t help thinking about a chance encounter she had before all the troubles started – when a salesman showed her a pair of VR glasses that allow their wearers to enter an incredible IT-powered world. That world is populated by the Love Boys, a group of four seemingly perfect men, only visible to people wearing the glasses.

When she receives a pair of Love Boys glasses as an unexpected gift, and tries them on. In the world she is transported to, she meets the dreamy Lu Xiao (He Luo Luo), who takes her on a tour of a dream world where everything is perfect. She is enamored by this VR world, and starts to spend more and more time in it. But while she is doing so, she begins to understand that the company that operates the Love Boys “game” is keeping a dark secret related to Lu Xiao and his groupmates. Can she get to the bottom of this mystery, and bring her affections for Lu Xiao into the real world?

“Love Crossed” is a 2021 Chinese drama series that was directed by Yu Zhong Zhong and Wu Jian Xin.",36,https://www.viki.com/tv/37944c
He Is Psychometric,2019,Korea,9.5,64794,"['Jinyoung (GOT7)', 'Shin Ye Eun', 'Kim Kwon', 'Kim Dasom', 'Noh Jong Hyun', 'Go Yoon Jung', 'Kim Hyo Jin (1976)', 'Park Chul Min', 'Jung Suk Yong', 'Lee Jong Hyuk', 'Jang Eui Soo', 'Park Dong Bin', 'Show less']","Lee Ahn (Jinyoung) is a boy with an incredible power to sense other people's secrets just by a simple touch. Yoon Jae In (Shin Ye Eun) is a girl who'll stop at nothing to hide a traumatic secret. What will happen when their worlds collide? A romantic thriller about how these two teenagers love, heal, and support each other through big and small events.

""He is Psychometric"" is a 2019 drama directed by Kim Byeong Soo.",16,https://www.viki.com/tv/36489c
Love & Wish,2021,Korea,9.0,12190,"['Young Jae', 'Choi Ye Bin', 'Yoo Jae Sang', 'Kim So Ra', 'Kim Sa Hee', 'Kim Song']","Son Da Eun (Choi Ye Bin), 17, is the youngest of three sisters. From an early age, she and her sisters would spend their time reading romance-themed comics and novels, and Son Da Eun would spend her nights dreaming of finding true love. Her family moves to the South Korean capital, Seoul, and she finds herself living next door to a handsome high schooler named Kim Seung Hyu (Young Jae). He is charming and attractive and she feels that perhaps he might be her first true love.

When she discovers that Kim Seung Hyu is actually her new classmate at the high school she has just transferred to, everything seems to be falling into place. Surely, she thinks, this is fate and nothing could stand in the way of love now. But as she starts to get to know him better and settles into life at her new school, she realizes that he is holding something back from her: He has been the victim of cruel and vindictive school bullying that has left him emotionally vulnerable. Can love conquer all, or will the demons of his past derail their fledgling romance?

This drama was based on a web-based cartoon series of the same name that was written and illustrated by Inae.

“Love & Wish” is a 2021 South Korean drama series that was directed by Jang Jae Hyuk.",9,https://www.viki.com/tv/38259c
Flipped,2018,China,8.3,6778,"['Gao Han Yu', 'Charlene Chen', 'Jenna Wang', 'Lin Yan Rou', 'Sun Ke Jie', 'Gu Lan Di', 'Ann Wei Ling']","Handsome CEO Qi Kun (Gao Han Yu) comes from a magical family and has the secret power of teleportation. While his sister, Qi Tian (Lin Yu Rou), can see into the future.

While in the hospital, Qi Tian has a premonition that her brother will fall in love with a painter. On the same day, Qi Kun teleports himself to a building. Coincidentally, there a new mural is being painted and he accidentally teleports in front of the lips of a painter, Shuang Shuang (Charlene Chen).

Could it be that this cold CEO just found the romance he's always been looking for?

""Flipped"" is a 2018 Chinese Drama.",24,https://www.viki.com/tv/36445c
Still 2gether,2020,Thailand,9.5,16343,"['Bright Vachirawit Chivaaree', 'Win Metawin Opas-iamkajorn', 'Mike Chinnarat Siriphongchawalit', 'Toptap Jirakit Kuariyakul', 'Drake Sattabut Laedeke', 'Frank Thanatsaran Samthonglai']","It’s been over a year since Tine’s (Win Metawin Opas-iamkajorn) desperate attempt to chase away a would-be lover brought Sarawat (Bright Vachirawit Chivaaree) into his life. Though their relationship began as a rouse to deter Tine’s relentless admirer, the feelings both Tine and Sarawat began to feel for each other proved to be true.

Now in the second year of their relationship, Tine and Sarawa are just as much in love as they ever were. But when Tine accepts the position as the cheerleading club’s new president, and Sarawat becomes the president of the school’s music club, the loving couple begins to experience some unexpected turmoil. Struggling to balance the demands of school with the demands of their relationship, Tine and Sarawat begin to wonder if they’ve made the right decision, both in school and in love.

With their clubs feuding, their friends pulled back and forth between them, and their relationship on the rocks, Tine and Sarawat find themselves at their wit’s end. Will the growing tension between them prove to be too much or will they find a way to work through their problems and live “happily ever after”?

Continuing the story of the 2020 drama, “2gether”, “Still 2gether” is a 2020 Thai romantic comedy drama directed by Aof Noppharnach Chaiyahwimhon.",5,https://www.viki.com/tv/39519c
Accidentally Meow On You,2022,China,8.5,11186,"['Hu Bing Qing', 'Xing Zhao Lin', 'Li Yun Rui', 'Hu Jia Xin', 'Wang Hao Ge', 'Wang Jia Ning']","Zhou Tian (Hu Bing Qing) is a bubbly, budding athlete who loves two things more than anything else: sport and cats. One day, while she is training, she twists an ankle and suffers a relapse of an old leg injury. She is reluctantly forced to put her athletics dreams on hold. In the meantime, she decides to find a job. Without really knowing anything about the entertainment industry, she somehow manages to land a job as an assistant to the head of a powerful media firm.

This leads her to cross paths – and bump heads – with the firm’s CEO, Ji Chen (Xing Zhao Lin). To all observers, Ji Chen appears to have ice running through his veins. He is cold, calculating, and seemingly emotionless. After a series of mishaps, this duo really seems to have gotten off on the wrong foot. Their adversarial relationship keeps on deteriorating. Meanwhile, her fondness for a cat named Qiuqui leads her to start flirtatiously chatting with a fellow anonymous cat lover who has also met – and cared for – Qiuqui. But, unbeknown to almost everyone, Ji Chen is actually just as cat-crazy as Zhou Tian. And, it turns out, the cat-loving man she is flirting with online is none other than Ji Chen, her cold-hearted boss! Could their shared love of furry felines bring them together in real life?

“Accidentally Meow on You” is a 2022 Chinese drama series that was directed by Ming Yan.",24,https://www.viki.com/tv/39098c
I Cannot Hug You,2017,China,9.0,20737,"['Xing Zhao Lin', 'Zhang Yu Xi', 'Dai Jing Yao', 'Xin Rui Qi', 'Xu Kai Cheng', 'Gao Jun Jie', 'Wang Ruo Xue', 'Kele Sun', 'Han Mubo']","A modern-day vampire lives among humans and derives her energy by touching people. Li Shi Ya (Zhang Yu Xi) remains aloof in her daily life but only makes human contact for her survival.

One day, Jiang Zhi Hao (Xing Zhao Lin) comes into Shi Ya’s life as her next-door neighbor. Zhi Hao piques Shi Ya’s interest like no one else ever has, and she wants to get close to him. But Zhi Hao is a germaphobe who tries to keep his distance from those around him for his own reasons. Can Shi Ya and Zhi Hao help each other in unexpected ways?

“I Cannot Hug You” is a 2017-2018 Chinese web drama series. It is based on a Korean webtoon called “unTouchable” by Massstar.",32,https://www.viki.com/tv/35710c
The King's Woman,2017,China,8.8,23510,"['Liu Chang', 'Dilraba Dilmurat', 'Vin Zhang', 'Li Tai', 'Natalie Zhang', 'Wang Ting']","During the Warring States Era, the most beautiful woman in the land captures the hearts of two very powerful men.


 


Gong Sun Li (Dilraba Dilmurat) is the granddaughter and disciple of the powerful military commander Gong Sun Yu. The first disciple Jing Ke (Liu Chang) and Li have always been in love with each other since childhood. When the Qin troops attack, Jing Ke is poisoned while trying to protect Li. In order to save Jing Ke, Li agrees to marry Ying Zheng (Zhang Bin Bin), the King of the Qin State, but discovers that she is already pregnant with Jing Ke’s baby.


 


Ying Zheng has always been in love with Li and accepts the child as his own. As Li gets to know the kinder, gentler side of the ruthless ruler, she begins to fall in love with him. Where will her allegiance lie when Jing Ke comes to the palace to assassinate Ying Zheng?


 


“The King’s Woman” is a 2017 Chinese drama series. It is adapted from the novel The Legend of Qin: Li Ji Story written by Wen Shiren.",48,https://www.viki.com/tv/34371c
Falling high school girl and Irresponsible teacher,2023,Japan,8.8,22300,"['Akari Takaishi', 'Hashimoto Ryo', 'Tamura Kairu']","Mikoto Ochiai (Akari Takaishi) is a female high school student who regularly gets high grades. But affairs of the heart have left her close to suicide. She attempted to make a love confession to the boy she loved, but the move backfired – and she has been left heartbroken. Utterly dejected, she heads up to the rooftop of the school and contemplates jumping off to her death.

But when she gets there, she runs into Jin Haiba (Hashimoto Ryo), a young physics teacher. Most of the students consider Jin Haiba to be something of a walking joke. He is obviously a penniless slacker, and is also addicted to gambling. His life is going nowhere fast. But as she explains why she wants to die, he interjects by asking her if she would consider entering into a romance with him before she dies. She is unsure what to make of this strange suggestion. But when Jin Haiba intervenes to save her from a river, she begins to wonder if his proposal was actually heartfelt...

This drama was based on a manga series by Sora.

“Falling high school girl and Irresponsible teacher” is a 2023 Japanese drama series that was directed by Takahashi Natsuki.",9,https://www.viki.com/tv/39862c
